Molecule,Cluster,data,Cluster_center,Distance_to_center
0,7,[-0.6036922614453484 -0.5447415052210424 -0.3620322099212166  0.1039514290673548 -0.0522301023315507  0.0622649513570348],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.2307758888742021
1,4,[-0.0785377302331723 -0.2853653711080347 -0.2690604507750231 -0.1049905842959335  0.1103492098911259  0.2669404837005111],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.4608870052178183
2,7,[-0.8597519710584571 -0.781573860292818   0.1197294522830037  0.5069744307901995  0.2428756467795799  0.2126864502409292],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.7114614841562877
3,7,[-7.733816109266710e-01 -7.232147897285648e-01 -2.551845209906479e-01  3.458247284667217e-01  3.161252233327000e-04  4.780071267189580e-02],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.39288972299146385
4,11,[-1.0333822148099872 -0.7041944500618167  0.5167150156031697 -0.2443260953133742  0.6968480655345027  0.1038929359566598],[-0.3925483810268006 -0.5577221881150141  0.2101125951811516 -0.475015361417741   0.6394530459503553 -0.0207618674442524],0.773419495506459
5,5,[-0.0417658924544052  1.072629469567724  -0.4277959319483939  0.0470193333426174  0.0262749146289936  0.1062298685240634],[-0.1723757427428502  0.762894166472294  -0.2151388624847023  0.2893620945322307  0.0879378683088307  0.0428423571746734],0.4740972795972046
6,7,[-0.7204642339407358 -0.4795251182678925 -0.4468710446730438  0.1625869922403476  0.0308504400319274 -0.069364199973116 ],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.26110697536866084
7,3,[-0.1614338095983088  0.4807443538381871  0.1814084339459617 -0.0794188015298214  0.084023945869813  -0.2469443766100574],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.21331271577157038
8,7,[-0.4760780284989061 -0.3006249401703776 -0.3350947592046128 -0.0699976381251693  0.0912643155542383 -0.0144144131104799],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.3163430466249773
9,8,[-0.3175209527504151 -0.0424284337046208 -0.4815551723294241 -0.2358168819951706  0.1114749623197494  0.019673632314142 ],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.19045183808365634
10,7,[-0.1937789266807978 -0.8653068185802053  0.0751821724316688  0.3109633530438322  0.061571461004025   0.2430853091522613],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.7296896800064177
11,11,[-0.5852932664239411 -0.971447141476266  -0.0456543049420606 -0.4150295661371053  0.859713129612586  -0.0532315165058478],[-0.3925483810268006 -0.5577221881150141  0.2101125951811516 -0.475015361417741   0.6394530459503553 -0.0207618674442524],0.5717540671299945
12,6,[-0.0999568586394062 -0.2934950603651212  0.16283635921914    0.1363267944974968 -0.2496018700597909  0.0833348247971851],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.2854835185733158
13,11,[-0.2676126559944671 -0.5367543948750024  0.3094294716443443 -0.5852901121568951  0.6653125984662878  0.0925346125568195],[-0.3925483810268006 -0.5577221881150141  0.2101125951811516 -0.475015361417741   0.6394530459503553 -0.0207618674442524],0.2271073648754173
14,7,[-3.190062471694989e-01 -8.114278648367907e-01 -1.606976591163000e-04  3.797343988986942e-01  1.452612812753133e-01  1.049911368850117e-01],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.5846386611795629
15,8,[-0.2005702059202307 -0.4291369904305536 -0.4782859716279364 -0.009261229980741  -0.0442259746869416 -0.0389684750694965],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.5013709406720893
16,4,[-0.0691710661295062 -0.642416451971485   0.1186372392231831  0.1525610841141209  0.2024264054826086  0.1418408692698046],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.5273535672688457
17,7,[-0.4540315459042382 -0.6764920761454587 -0.4411658693355429  0.291521563408294  -0.0398590538341697 -0.1442401355182028],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.41526506499456495
18,1,[ 0.2335716093217613  0.2797334182973884 -0.0267683883877448 -0.26879482133479   -0.0836387194710315  0.1114547242548353],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.26533527762395875
19,1,[ 0.1868717963001021  0.2224681228490509  0.1683646858848495 -0.0824362145608556 -0.0331761630757228 -0.2614269615372891],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.38468922096511654
20,1,[ 0.2425554899784263  0.2865619331225782 -0.0333706557026683 -0.2760377314401901 -0.0842135976969124  0.1133271682343514],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.26856180095463694
21,6,[ 0.1110885466139619 -0.0041955186614914  0.1199984943819569 -0.1053366470657566 -0.118957540869877   0.0456155051076016],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.2317587860061393
22,4,[-0.0955874704411422 -0.3956976621335618 -0.3871620847457732 -0.0270303349857397  0.0615144331077153 -0.0674717965266715],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.3951758171551609
23,6,[ 0.4023444911655828 -0.2180346531083837 -0.1403048217199332  0.1573358769778333 -0.3804198146440317 -0.2855966978370028],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.6314991387471557
24,4,[ 0.1156698911734462 -0.8283534880950012 -0.1041454455942512  0.2640910640200892  0.0214380230599818  0.0511233806446731],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.4456772497450103
25,4,[ 0.3025410948357779 -0.7530909388397148  0.0732053605268634  0.2031942882633657  0.1699335400350221  0.0892941253090559],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.4538470559016342
26,4,[ 0.5053017855508501 -0.4473141064852539 -0.1018453552001215  0.0025776469133597  0.1894820096485117  0.1168224043390357],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.336773364110879
27,4,[ 0.0079351678015537 -0.7477625653671066 -0.1932322032702108  0.3164352106199675  0.1068918124400311 -0.0879698291669783],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.4597267926794483
28,1,[ 0.5479378674212041 -0.0385692858078392  0.3059706524406571 -0.0633819398199646  0.0181380824784112  0.0131866900487956],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.369684734736291
29,1,[ 0.5262767705202152  0.0375687972621113  0.0167341874021954 -0.1226962354875161 -0.1228921583924162  0.0090030996958909],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.20246031048154917
30,4,[ 0.3661257021007131 -0.3795634148175115 -0.5164794380365932 -0.0677667442641086  0.0357242362155323 -0.0898780761066661],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.37203989591628106
31,4,[ 0.740072766884852  -0.7669374396120434 -0.0387454315563584  0.1804771462708946  0.1392756831149903  0.0672522280019344],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.6285950688245295
32,9,[ 8.097179580226203e-01 -2.072412626652981e-01  3.405425055248980e-02  7.486321206060000e-04 -1.709659187334273e-01 -2.264918770030010e-02],[ 1.0249375702805263 -0.2630914415323961  0.0443537806600736  0.0235291378518894 -0.0220821830208652 -0.0204219761996998],0.2687658515744454
33,4,[ 0.6095612328802211 -0.6672542042210324 -0.1256162754485092  0.1345326249639158  0.1398365187889079 -0.0766164002153691],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.4597610384503054
34,9,[ 1.3025285765798291 -0.0892596069481785  0.1445750997857886 -0.0405228427492077 -0.0111401976332841 -0.0156389248322954],[ 1.0249375702805263 -0.2630914415323961  0.0443537806600736  0.0235291378518894 -0.0220821830208652 -0.0204219761996998],0.3486600739172774
35,9,[ 1.0510340128002862 -0.6500257533809876 -0.2527564191002942  0.0958962489768767  0.1155712174658603 -0.0820474602883877],[ 1.0249375702805263 -0.2630914415323961  0.0443537806600736  0.0235291378518894 -0.0220821830208652 -0.0204219761996998],0.5163882401128786
36,7,[-0.6915915148504407 -0.3565174244127715 -0.5117345050833766 -0.0308258581519618 -0.1144623987995879  0.032124824811654 ],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.4083882183358449
37,0,[-0.288402436177416  -0.1058442869317978  0.7094244281416247 -0.2386372126349982  0.1421238019989983 -0.4403831978093525],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.6998973033320556
38,6,[-0.1585505368963052 -0.4136615705153959  0.2190077467503005  0.2032225580059257 -0.26228624232023    0.0768573208004105],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.41455498594156037
39,1,[ 0.1664206323764191  0.2580646143059608 -0.2161243719119198 -0.2239872497488259 -0.2190579817210484 -0.0289546710395051],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.4216660225847588
40,7,[-0.3387059381322317 -0.6321915204598996 -0.2272510520725122  0.2470348142056541  0.111337865973728  -0.0514717186318495],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.34638982749811315
41,4,[ 0.247271194260001  -0.561665328294674  -0.0813008880635658  0.0830661413157281  0.1694825931672997 -0.0301289732210352],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.2110094552588388
42,1,[ 0.4874441035852549 -0.0290839143336554  0.078403218356546  -0.0586781366175142 -0.1213467481261906 -0.0584484070916818],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.2612372473657122
43,1,[ 0.487129479427249  -0.0615053594885402  0.0675844339796993 -0.066436017114825  -0.1357999729122464 -0.0176043309056412],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.27865627620079697
44,9,[ 0.831035345478202  -0.187133781882695   0.3020130167256902  0.033948127115995  -0.0048603068340646 -0.0129684769678474],[ 1.0249375702805263 -0.2630914415323961  0.0443537806600736  0.0235291378518894 -0.0220821830208652 -0.0204219761996998],0.33198889104930357
45,9,[ 0.9827490065078174  0.0538870339122754  0.1665847569312715 -0.1182241293450852  0.0189232311696674  0.0145239269589799],[ 1.0249375702805263 -0.2630914415323961  0.0443537806600736  0.0235291378518894 -0.0220821830208652 -0.0204219761996998],0.37442260785130493
46,9,[ 0.8174790136167143 -0.3314398694137717 -0.3175760307989771 -0.0810290115912585  0.1680523952782019 -0.0289723417380854],[ 1.0249375702805263 -0.2630914415323961  0.0443537806600736  0.0235291378518894 -0.0220821830208652 -0.0204219761996998],0.4752477480014518
47,7,[-0.9506016295150224 -0.7095187237283465 -0.2962090548671722  0.3371445974924357  0.0327184495337706 -0.0402412556585566],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.48223305693374596
48,3,[-0.2495072275677228  0.2595519128052334  0.1953405987791141 -0.0347706968636278  0.0257202421182052 -0.0834701643034165],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.232215169766733
49,7,[-0.2770362874380965 -0.6916368343858026 -0.0690737711422439  0.1815720803408582 -0.0048961257804743  0.2013273957387228],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.4991016443009805
50,8,[-0.0262108099739348 -0.1856460081052756 -0.8272107019756013 -0.1642510840364564 -0.0639678576079874 -0.1458655039837033],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.4021393299582499
51,1,[ 0.2387243845281441  0.2781501862265315 -0.0360222756778427 -0.2781297168780719 -0.0878467970137938  0.1283529171377679],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.27519682416963337
52,3,[ 0.103141501427717   0.1195490864038959 -0.0148626019976172  0.0304084548588635  0.3976586163275438 -0.3619143939970602],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.6506957955258659
53,6,[ 0.2566665532442558 -0.2463586998263554  0.0526569739620912  0.0386458097503447 -0.2562478673774671  0.0538137070106815],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.3062562692866833
54,1,[ 0.5001022249282414  0.1452061452542972 -0.1446343488231418 -0.1850271658077474 -0.2111927468679308  0.0437315156687851],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.2832568661193214
55,1,[ 0.6238721716199265  0.1922951964425421  0.2858088141512285 -0.100968937456155   0.0837052717296293 -0.1382466579421391],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.38089756663829716
56,8,[-0.2353853174984315 -0.0492234555451669 -0.6649282333443759 -0.2378311088883855 -0.0269955208448443  0.1018746159085271],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.18828449638404895
57,7,[-0.7271379105535012 -0.4244225178727122 -0.8748034815582002  0.0333770330002323 -0.1907375348398019 -0.250070049810014 ],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.7577192251529862
58,3,[-0.0589549270745363  0.5137695170383291  0.0602964698124031 -0.2935815248274649 -0.0027647232803233 -0.0876840426409121],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.2714605264661595
59,8,[-0.3677212980474105 -0.1863928845605482 -0.4093820285539306 -0.1541154475613176  0.0937513150463188 -0.0226868090204665],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.3215673758367294
60,4,[ 0.1231802289051018 -0.3806909535758888 -0.3674006303204108 -0.0577524966085405  0.0677097803609092  0.0761542053618954],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.2267005832846689
61,6,[ 0.208654043121212  -0.3379907718205855  0.1115109958478147  0.1038373308359692 -0.2611651964215484  0.0153425998506048],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.3030516067501411
62,4,[ 0.7120315726607114 -0.3830068917398437 -0.6085189742284038 -0.0497194295166702  0.0218062349295348 -0.1275535594434239],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.6469449873041584
63,9,[ 1.0277800924841207  0.1409160986755627  0.1281229806097751 -0.1575960767733229  0.0346182533564023  0.0070041143232186],[ 1.0249375702805263 -0.2630914415323961  0.0443537806600736  0.0235291378518894 -0.0220821830208652 -0.0204219761996998],0.4549955215574649
64,0,[-0.3073295707405555  0.0579399010086035  0.2039511779778207 -0.0196847290517233 -0.0368500126985053  0.0711646055807945],[-0.4800995273776051 -0.0347354484496296  0.3389326096056138  0.0402329713155894 -0.0395605428413141  0.0068416061402701],0.2537579382912977
65,3,[-0.1140842666565392  0.5862696557068302 -0.0128189095253778 -0.2718953482389629  0.0482735436515915  0.1025041677214941],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.40688503995611114
66,11,[-0.5864686623295549 -0.3102850302336796  0.3285160326369807 -0.6727558213831938  0.7206154118154158  0.087190035504327 ],[-0.3925483810268006 -0.5577221881150141  0.2101125951811516 -0.475015361417741   0.6394530459503553 -0.0207618674442524],0.41254312391878556
67,2,[-0.0038768795052977  0.3424948602832678  0.0849547359077056 -0.3016425681936857 -0.0464794791000936  0.3282358459867182],[-0.3131634177773258  0.2059485104194073 -0.0513225718578879 -0.1428040027980441 -0.1984517697672429  0.0684714651178523],0.4986756196015883
68,2,[-0.5066622546126273 -0.0542634622592994 -0.2627148360182038  0.0706847738330988 -0.3252481057798388 -0.1466419088090574],[-0.3131634177773258  0.2059485104194073 -0.0513225718578879 -0.1428040027980441 -0.1984517697672429  0.0684714651178523],0.5077078807194971
69,7,[-0.7044354873864486 -0.2059496236306289 -0.1512035340233383  0.1942002836196437 -0.3199878605057301 -0.0977876290970785],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.4775188916972826
70,7,[-0.7402258388027223 -0.2922800288425117 -0.1166571105096021  0.2370416569867977 -0.3312589510813321 -0.0965277157091452],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.4733117510608433
71,7,[-0.8781318324226348 -0.4579940568958878 -0.2931859515213534  0.4236254446942088  0.1164618371330203 -0.3326064671202479],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.5037793076757691
72,3,[ 0.024954298578523   0.6472931286830649  0.3401131966123374 -0.2520808672924032  0.2051053195268707 -0.240730622957423 ],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.4082170697643045
73,3,[-0.1595526321214647  0.4984674215410621 -0.0131796470897874 -0.2016713726740689  0.0582335723222442  0.0178383877164451],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.3084886538915938
74,2,[-0.3204400616231583  0.0541238237439849  0.1892092626513607 -0.1267050467839777 -0.0919360281655097  0.1350729858204689],[-0.3131634177773258  0.2059485104194073 -0.0513225718578879 -0.1428040027980441 -0.1984517697672429  0.0684714651178523],0.3114478938694962
75,7,[-0.679775461945213  -0.3035289424920464 -0.1433978157948321  0.3811588297289798  0.287431446967788  -0.1934078621312596],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.3996976830326313
76,3,[-0.1030474944021703  0.1035605599101632  0.4521834956982257 -0.5088970880460366  0.1038169577905023 -0.1517934197853005],[-0.1805278618656835  0.3700275025803318  0.2205971826750172 -0.2147626700768268  0.0611885440545909 -0.1351215955271372],0.4682416539285803
77,7,[-0.2612030478735186 -0.6121091168711733 -0.2256324045434303  0.1417853462941648 -0.0436528336707555  0.1266826873338949],[-0.6045306406434975 -0.4361136403049469 -0.2273370402557333  0.1603867833461044  0.0683952005116491 -0.0124250301664179],0.42556184274979203
78,6,[-0.0847035994761633  0.0625546921537862  0.3464355347981129  0.1762593708918651 -0.0290712748405344 -0.2701877304108908],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.4232403531369464
79,6,[-0.0083061237008473  0.0552645864708182  0.0216073693336626 -0.104739793230395  -0.1976147427628923  0.0686137715210505],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.33028151884632057
80,6,[ 0.2324197010887773 -0.0232831907573698  0.2095011036722981 -0.0661317763328867 -0.0931429692251824  0.1608104443714389],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.2915955478749171
81,6,[-0.2473161919775727 -0.2905497112836865  0.0938906014397139  0.2201087234051158 -0.1769799744593114 -0.0235536204205148],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.4061196724358865
82,6,[-0.2641724761673968 -0.3436663632131156  0.120707251354071   0.2511287868568695 -0.1824927685749584 -0.0418918295620489],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.449805457928641
83,8,[-0.0932942734169584 -0.1570367133161989 -0.7258564958172278 -0.0362435533701104 -0.0022020928182146 -0.1492518891814965],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.31800773769882296
84,1,[ 0.3139047270761972  0.3303535811133954  0.2026695877749443 -0.2776578269518157  0.0748220836655181  0.1278688209452735],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.3067006242310777
85,8,[ 0.0978563748740228 -0.1141114033981537 -0.5536316443449381 -0.2136221980944038  0.0818691342147588 -0.0385618453067729],[-0.2072538130265835  0.0132884858134406 -0.6015257863188352 -0.1686197451880603  0.0739059383068204 -0.0065723278441814],0.3387163560435648
86,4,[ 0.386756866487518  -0.6660061361195545 -0.135973398729545   0.0850488108693168  0.0346463289748232  0.0655958908684339],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.26373647610915113
87,6,[ 0.3271140545149908 -0.3754130626968862  0.3491110981220065  0.1814986145297993 -0.1282083908112533  0.0846358494365768],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.41818570840379327
88,4,[ 0.5130970964392307 -0.242492015241381  -0.4506819593486636 -0.1276705957765102  0.0584725041438983  0.1180066396346973],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.4702542307379463
89,6,[ 0.2787007333862094 -0.2801835952246581  0.3468644223267284  0.0983401847228206 -0.0983581335663332  0.0287775498248065],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.3040223100769148
90,1,[ 0.3998551197885142 -0.0570739819999263 -0.0414572637375844 -0.0705139590139907 -0.2373535789739518  0.0154258509584355],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.3255660119113456
91,4,[ 0.0170926063130679 -0.6645451545217254 -0.6402896503861041  0.1660491610684871 -0.1141392975287971 -0.2558784166753723],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.6167462724393938
92,10,[0.5882048384072672 0.7376711919809968 0.0357137380878091 0.4060081738688076 0.3448268362860864 0.2455415253572579],[ 0.6985313220607818  0.5837756918733803 -0.0715880076418492  0.4227803332620669  0.1174169186465211  0.0030208012292998],0.39772138512839716
93,6,[ 0.2259580686870025 -0.3148608302679717  0.2378881007826717  0.2179118813190281 -0.0562051790186425 -0.004674684501239 ],[ 0.0589208866864511 -0.1397863819120101  0.2121108171414704  0.0395683673362916 -0.1371684035781138 -0.0072239614691663],0.31238582316357716
94,1,[ 0.4734995255867542 -0.116881364227373   0.3322901737561713 -0.0296778623094835  0.0067207451127274  0.0771982482510834],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.42755005614928937
95,1,[ 0.658901387036577   0.1873273041011367  0.1795634041935241 -0.2034749475259544  0.0427191613895331  0.0740219852719999],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.30206267178386514
96,1,[ 0.5408799925877465  0.0537090572516556  0.3805262180533827 -0.0006153896792872  0.0749547115025187 -0.1957735558023028],[ 0.4045635053699478  0.1633122351693821  0.0620768454071855 -0.171515005959498  -0.0463642443932943  0.0173034384598071],0.47045915616976824
97,4,[ 0.3655878707859505 -0.4108526253079081 -0.1710523526030156 -0.0195342312638757  0.1772387880976324 -0.0306281221681084],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.21713530293914882
98,4,[ 0.0064905197018977 -0.7815749650265253 -0.2534619492735844  0.3210709246145837  0.0760159252913851 -0.0997506253053611],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.48287527174009426
99,4,[ 0.4347187209801885 -0.1160741715364859 -0.6372601091336542 -0.1119662533536717  0.1256004343342489 -0.0192517141616954],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.6081788966608216
100,9,[ 1.168136632196742  -0.346234820044241  -0.2098278422412649 -0.1583096732012243  0.1089471289566701  0.0970499667626907],[ 1.0249375702805263 -0.2630914415323961  0.0443537806600736  0.0235291378518894 -0.0220821830208652 -0.0204219761996998],0.3950452902271861
101,4,[ 0.4971495903102021 -0.7116800719744767 -0.2140164903333468  0.1565864357624174  0.0323595209531489 -0.0408601615074142],[ 0.2318913624834497 -0.502880669440364  -0.2459859001618044  0.0327194305053757  0.0956359846867003  0.0455251660129424],0.3765508355560273
102,9,[ 0.8691707770720087 -0.1488257740485092  0.2824718253060109  0.0091811964371163 -0.0022942062173464 -0.0286667401638184],[ 1.0249375702805263 -0.2630914415323961  0.0443537806600736  0.0235291378518894 -0.0220821830208652 -0.0204219761996998],0.3077101613526116
103,10,[ 1.1674644476379514  0.4503827782880117 -0.1272636776696555  0.4813922249564257  0.0201120587791748 -0.1097093652372341],[ 0.6985313220607818  0.5837756918733803 -0.0715880076418492  0.4227803332620669  0.1174169186465211  0.0030208012292998],0.5161428154346235
104,9,[ 1.5816470063281498 -0.2886700974246398  0.1592634831216729  0.0755158403823567 -0.0463015246599693 -0.0577951191587774],[ 1.0249375702805263 -0.2630914415323961  0.0443537806600736  0.0235291378518894 -0.0220821830208652 -0.0204219761996998],0.5731228918003474
105,9,[ 1.603130917447051  -0.4916865250743727 -0.0843402354569888 -0.0183673537107053  0.2358140182665948  0.0790068745222182],[ 1.0249375702805263 -0.2630914415323961  0.0443537806600736  0.0235291378518894 -0.0220821830208652 -0.0204219761996998],0.6937415020821295
