0_Molecule,0_x,0_y,1_Molecule,1_x,1_y,2_Molecule,2_x,2_y,3_Molecule,3_x,3_y,4_Molecule,4_x,4_y,5_Molecule,5_x,5_y,6_Molecule,6_x,6_y,7_Molecule,7_x,7_y,8_Molecule,8_x,8_y,9_Molecule,9_x,9_y,10_Molecule,10_x,10_y,11_Molecule,11_x,11_y
561.0,-0.5670677903337368,0.1129041692070766,,,,,,,,,,,,,,,,457,-0.0080258842067412,-0.0211872966907621,,,,,,,,,,,,,,,
562.0,-0.4133338518444208,0.0090410363852582,,,,,,,,,,,,,,,,458,-0.0553121042520883,0.0331023681569428,,,,,,,,,,,,,,,
567.0,-0.5519430476109923,-0.189306739571764,,,,,,,,,,,,,,,,459,-0.0399002977659012,-0.0842254847551115,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,460,-0.0743942033029035,-0.089155818256763,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,462,-0.112820936280574,-0.3571987596782571,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,463,0.0883119714001169,-0.0697250383704945,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,464,0.0134560148607369,-0.0685119273285349,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,477,0.2736384077762054,-0.1327349613101558,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,495,0.0458285511525257,0.0198683372780812,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,497,-0.1159427621017895,-0.1622762866015159,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,508,-0.1048813609259192,-0.142063158858064,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,509,-0.1249248221498467,-0.18497137654084,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,510,-0.10168648194234,-0.1532303774552396,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,511,-0.1872562999776951,-0.0491227973497258,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,522,-0.051558162695054,-0.1333424868666145,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,523,0.3737855121833135,-0.1236170186475489,,,,,,,,,,,,,,,
